path	size	sha256	status	source_class	evidence	notes
research/n1-memory-lab/CRITIQUE_CONSTRAINTS_V1.md	5077	f3c514d80d0fb369fb39443fc582ff73b996bfb741bfa091830cb9cc0b71c019	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/ENVIRONMENT_WORDING_NOTES_20260419.md	1139	0d77e253b9b673e31c80fbd997115d3fcf10a2c5bacdd88a2911c68ae6434ed9	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/FORMALISM_AXES_AND_CYCLIC_JUDGE_20260420.md	7066	87933623e90828cf7e60c4768fde84f028c9df7e19b5c32128b66b0f38017a9e	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/FORMALISM_LAYER_SEPARATION_20260420.md	5566	849eb4b2ce44ac987d88f78f6e95987c9b9dfce6b007945b59ea84a80cb06add	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/GOOD_MEMORY_SYSTEM_COUNCIL_20260419.md	6465	75126072229a97976c2fc909776e8e28b6326ef409a58e96bef731e35814680d	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_CALIBRATION_AB07_20260418.html	66168	639f7b67cac3fda3ea3c830c0797227e36f43b48f10f733dd39eb9bfad97ed11	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_DESIGN_LITERATURE_MAP_20260420.md	8742	16cbb539c63afb58e113a03349292fe34ff642eb45e3943dcd925056d697cfe8	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_GRANULARITY_AND_BASELINES_PAPERS_20260420.md	8744	11d82f0773e5f18ba92c0adf792a9f828bf7277377ecdfc56ba9b1438c785334	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_METHOD_V1.md	2797	d5d47b286118bcc6ed0bd3d59160ee38b87bc413ff9091183009c3486edb66b7	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_MINING_SYNTHESIS_20260420.md	24739	7e452b0554cdad741f4da4c6d73b4abd50b257173dba5e16211f9406f752946d	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_PRIMITIVES_NOTES_20260419.md	5748	c637bfda35c0e9684d1aa33203dd8f62df6a93b541cf5e5d1d312c67518a67e4	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_RECALIBRATION_NOTES_20260419.md	6437	9546bdc00ada33a4633280628ef3a372eb7bfe93e9a1fbd396d608495f3d0454	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/JUDGE_SALVAGE_NOTES_20260417.md	3898	cf8a79637c5c980891cc304f6ebaf84f90b7522ab5d6301cc191da6160a87b52	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/KAGGLE_CROSS_HARNESS_WRITEUP.md	10452	9da305861e5d9251373b9b64ea4c476a8463bf39e85e50d53dbe489e34662277	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/KAGGLE_CROSS_HARNESS_WRITEUP.pdf	121108	96801ff8f8df9bc3e72273c1ee3c7c218d2288b17e68f5637ae7700d22e0aa53	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/LAB_CHARTER.md	861	9810d20556605419708d4e611f5167827886ca30ef266661f7f01f16302090af	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NEURO_FOUNDATIONS_V1.md	20576	0f3e0c08714b4a90659c5d4ec244e27e5bab90ef430bb65748e10628f27ab184	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_1_1_EVAL_CANDIDATES_V1.md	5277	f845ecf97b59cff19e90d1cabc15b35fd0d789c89370fc722660bed9da3599ea	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_1_2_EVAL_CANDIDATES_V1.md	3721	2ea56f651c1c9482d82c04fb73eacd45ecabdc896f19eacbda26b77736312917	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_1_3_EVAL_CANDIDATES_V1.md	5486	d9ae86d8c7398d61af244848b94fb539802fac08dc96c366dcff19cd101f00d2	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_1_3_REAL_ASK_EVAL_SET.md	3261	958976e0ab64bd18750233cfd52e448adaed24875f1f6588858200d6059908c8	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_1_3_REAL_ASK_EVAL_SET.yaml	20608	382ee53968787b0cfd17bad111a405c1bcdd87deb654e1bc818fc0cacbfb6b85	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_DATASET_ARCHITECTURE_V1.md	2717	b4c0fb2a0f0e5c3e4803471a3b2a068c40162a5a2f612f4c3746ba6e0b62659e	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NE_TIMELINE_V1.md	1749	9a5109b1a57d72ccc3fac1108919900ea9bf015f22e6124252e568cfe5e40a29	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/NOTE_TO_CLAUDE_REPLAY_BENCHMARK.md	6625	5aba433f25648bfb1845b429ea8c9f065ccbb7561067f5bb438ad91437b7f820	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/OPEN_ENDED_MEMORY_EVAL_COUNCIL_20260419.md	7211	7dcec68a60a73f1a47a21c1567973b4ea50124570accd198aa71b404d104312c	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/PRACTICAL_VALUE.md	2923	fa8d7552fc535d3eb62e7af1316fb16ce290b765d9a9971b1601de5d09972d9e	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/README.md	3442	b79cae83befa41ab70efce93fef02e46926114f74e37803db78e1ef3675a48c8	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/REAL_ASK_JUDGE_GUIDANCE_V1.md	2781	cd533186870d9a4feb1b4813d3b36b94bc3d0a70532a99ee184758d8f6dd01dd	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/REAL_ASK_PACKET_GUIDANCE_V1.md	2119	a5ef5dafd26c8bdae6ba5222bc3523f56e2e5d1107a3f908c512251e0f5c6c1d	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/REAL_VS_BENCHMARK_V0.md	5145	f55ff77bd89a0bda518617553a43af75228e22fef13c706e85871b1a608a1380	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/RUN_PREP_NOTES_20260420.md	1972	e94ac87391e456d0b1896d6ee10ffd1de761bf970c1c6f92d63ded5b9b8c888f	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/S03_VS_LONGMEMEVAL.md	10282	66c5873fae4a706049f228cf9416a1c7c035ea71f2d65a3dad33796e042297d8	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/S07_VS_LOCOMO_LIFEBENCH.md	14927	f1a32c4401fad092e5eaf51b22998e5a6d85039db48313d0a0a56d95ca9ce717	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/SCORING_METHOD_V3.md	2119	3efc5bc5dfc8b5794bee4886a9f4d1298aa6615c87895e248c019af26fae3fc7	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/WORKING_FORMALIZATION_NOTES_20260419.md	8946	5a8a9291765f1a81eea57551900103975c4e6b94f8080a002359e2650cfa61eb	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/benchmark-legacy/BENCHMARK_ITEMS.yaml	34356	aa253f83413aff6940eab21090ec0d238fa0224516f1e4b6ae89ce1e6e6ab720	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/benchmark-legacy/BENCHMARK_RUNSETS.yaml	1275	7f665a2c5fed9263c5c8c8be56fb4270115967270096865f4b81726a0ad8d35c	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/benchmark-legacy/PROBE_SEEDS_V1.md	34414	ede3d05a92b831fef99b7cd019be6410d5ccb3089b2eeb10e2097692121ca9ce	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_10_FINAL_4_V1.md	2913	f12949c4ba751df407cabdeb457126cb41631f1505437281bab4658075d0dc59	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_2_CANDIDATES_V1.md	2349	30ad8e6a82b2e2bd0947059b439431dcb1c7396ff40f2fe8128aae8e83fe8e00	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_3_CANDIDATES_V1.md	1744	9099059abb647a9d11a1224020041bfc87506ef91c05188ad69eaff8fd505fb2	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_4_CANDIDATES_V1.md	1789	c27a5424bf732bf5785f477daa9e8ec0f035f14f405a916fec5af386a76b0114	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_5_CANDIDATES_V1.md	1986	d47d834453f6ec1c1e17f85af80475370bf1b810f32b9ea5b69fbc8fb0d3d530	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_6_CANDIDATES_V1.md	1911	857d72398b3c69df0b3205ac9316b5b69f4899fa486f27e512412378e36e660f	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_7_CANDIDATES_V1.md	1896	34029a7baceab3be47fc2f90593003f38e8150f0cfcae9624da62257404c11cb	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_8_CANDIDATES_V1.md	2249	f42a371c5bf3af6a97ca79c106574e74f1dc51661371c4b2a7fdea2a660f922c	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_BATCH_9_CANDIDATES_V1.md	3703	4be488af2808beae921780c8801703a0d5b0316b3f9efc774005ec62d6e133c9	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_FIRST_PASS.md	2084	3c434afe8ae9183f0b1fc6b29e478bb5f7c3192e972abea2a02a476b14dbce4c	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_FIRST_REAL_SET_V1.md	1347	2e48ac3a7e9a5d33fb98434b47e45e19017ec8641f10f9dc320c642227951bf8	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_MONTH_MAP_V1.md	2937	f7e4009e7d3a170d0d307a0f10df17db82e0cdf0e9d9e71514c8df5cd4780e05	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REAL_ASKS_ONLY_V1.md	3241	7194e48a7c2a0e8e3f9c451b090e2e715bdffc9326e53a5245f62eeab9843707	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REAL_ASK_EVALS_V1.md	3794	3bbfd1d3cd27a8b491a292e73f21d57f6d1da3d9c446ecb9c111ea432a0bb858	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REAL_ASK_EVALS_V1.yaml	14011	605aa180f5b35f2a4bedece5236f9e8a79a68f7ab7cc14ae75a89b98958118d6	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REAL_ASK_EVAL_SET_V2.md	3346	a3ff634a5983b26dc66b445a03ebac665679c4a9bb8d33b0bdac83e70b5deea6	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REAL_ASK_EVAL_SET_V2.yaml	30136	60d413448bf6ddce91afe440d2ee7332af3d823c9f24268fb6824b4523aa0232	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_RECURRENCE_PRIORITY_V1.md	903	6c8e0c82744f49ac597d2897ae71237a3b7c7679f32e72f03c20758ed544bf1b	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/archive/real-ask-history/NE_1_3_REPEAT_SHAPES_V1.md	2474	1b37dec4e36850523ab78649a0284608adbdafef3fe02eaec58ccf8e0950db0b	exact	git_history_only	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/ask_demands_ne13_20260418.tsv	7813	8e295615aa396374a4db73ce9c2e9bf6c4ad296d30ef145006aba14d80e2fc47	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_A_DISAGREEMENT_FORENSICS.md	18253	177ccf609a4eb98f42ffc50ccf938411357c6eccb668e5d88cdaef4fd3eb6039	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_B_AGREEMENT_ANCHORS.md	19563	b4515b7b02577b5a53043f8b17bb6b03030a11f8b07853ebf1c3b293c59ac019	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_C_SUBAXIS_FIRING.md	4223	52528fd9b3412575dc13e8e664e5787547bd5f8a20cfe8aaf2308afb20b6195e	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_D_LINGUISTIC_TRIGGERS.md	10368	c5b8478788dc8687c9fd77e24a42a29c6ff571c33ff5a9e527af6e160dd38ade	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_E_ASK_TYPE_STRATIFICATION.md	10240	2502269167475692d78e566eacf865549da9cf4fadba581643b8e2ca5baaa394	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/judge-mining-20260420/BATCH_F_ANSWER_FEATURES.md	8211	6eb218959efbb36ef917c741383587614b000e97c8b3441a7ef1452424e4aba5	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/psyche_asks_all.json	79723	385521076cb5900603b8247d0ffb4f99b6ff880cefde41556c67463afbed5654	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/psyche_asks_real_non_pi.json	54421	60e02ac9993b44fa670c142a987536bc1138e1aea2a127c621b28202fedec0b8	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/psyche_asks_real_strict.json	47602	fcf8af46bdb150f91ba2aad74e82553f50f92bd46abefbd3bedb88cb8e7a0fb6	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/scratch/clean_packet_calibration_20260420.py	6531	cd68b81fbcad22833b1de723b3d0558ce5b648c6368923979734052ab1283f2b	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
research/n1-memory-lab/scratch/schematic_adherence_20260420.py	5430	980ed7129f22c450cba3432ff904645ccb308d51458d918fc2e0defd2cd562de	exact	git_history_and_final_manifest	git_tree	exact at last git commit at or before state reference time
