state_id	daily_2026-04-21
reference_time	2026-04-21T23:59:59-07:00
visible_change_rows	169

change_kind	old_status	new_status	path
added_or_became_available	unavailable	approximate	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/2026_hong_rulers.pdf
added_or_became_available	unavailable	approximate	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/2026_rao_autorubric.pdf
added_or_became_available	unavailable	approximate	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/2026_yeadon_criterion-referenceability.pdf
added_or_became_available	unavailable	approximate	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/2026_zhang_rethinking-atomic-decomposition.pdf
added_or_became_available	unavailable	approximate	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/2026_zhu_cyclicjudge.pdf
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/FIELD_MAP_202604.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/papers/nondeterministic_verifier_202604/SEARCH_LOG_202604.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_20min_exploration_memo.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_abstention_coverage_metrics.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_abstention_false_premise_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_blind_vs_canonical_deltas.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_blind_vs_canonical_deltas.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_cell_matrix.csv
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_cell_matrix.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_cell_matrix.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_subset_packets.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_subset_packets.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_calibration_subset_triage.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_claim_lineage_matrix.csv
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_construct_validity_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_cross_judge_clean_gpt54.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_exploration_counts.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_exploration_counts.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_failure_atlas_examples.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_failure_attribution_table.csv
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_failure_attribution_table.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_failure_pattern_taxonomy.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_foundations_memex_neuro_alignment.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_foundations_memex_neuro_alignment.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_generation_variance_readiness_audit.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_generation_variance_readiness_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_high_priority_claim_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_judge_family_sensitivity.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_judge_family_sensitivity.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_length_tool_stats.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_length_tool_stats.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_measurement_audit.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_measurement_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_paraphrase_robustness_proxy.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_paraphrase_robustness_proxy.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_phrase_density.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_probe_difficulty_audit.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_probe_difficulty_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_provenance_lineage_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_reference_perturbation_proxy.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_retrieval_answer_axis_separation.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_retrieval_vs_answer_split.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_rubric_diagnostic_examples.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_rubric_minimal_vs_full_diag.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_rubric_minimal_vs_full_diag.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_session_boundary_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_sigma_eps_gpt_heavy_clean.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_task_axis_taxonomy.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_task_axis_taxonomy.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_temporal_disambiguation_audit.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_unsupported_false_premise_probe_set.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260421_zero_condition_smoke_test.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260422_pooled_reread.json
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/20260422_pooled_reread.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/results/README.md
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/scratch/20260421_exploration_counts.py
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/scratch/20260421_measurement_audit.py
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/scratch/20260421_prepare_calibration_subset.py
added_or_became_available	exact	exact	research/n1-memory-lab/judge-calibrated-baseline-experiment/scratch/README.md
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/code_gate_dt_replay_20260420.json
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/code_gate_dt_replay_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/compare_blind_vs_canonical_20260421.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/fabrication_density_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/pi_azure_auth_bug_20260421.md
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/pooled_numbers_20260422.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/rerun_blind_condition_20260421.sh
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/retro_sstate_rule_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/revise_cross_judge_kappa_20260421.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/revise_sigma_eps_gpt_heavy_20260421.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/reward_asymmetry_cleaning_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/sample_size_worksheet_20260421.md
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/schematic_adherence_ablation_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/sigma_eps_fab_correlation_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/sigma_eps_flip_structure_20260420.py
added_or_became_available	exact	exact	research/n1-memory-lab/scratch/sigma_eps_scale_granularity_20260420.py
